id,name,link,submit_link,submitted_solutions,accuracy,status_link,difficulty
358,Tennis,https://www.codechef.com/problems/CLTNIS,https://www.codechef.com/submit/CLTNIS,75,23.99,https://www.codechef.com/status/CLTNIS,easy
359,Maximize Walk Value,https://www.codechef.com/problems/DEMTREE,https://www.codechef.com/submit/DEMTREE,75,38.18,https://www.codechef.com/status/DEMTREE,easy
360,Maximum Special Sum,https://www.codechef.com/problems/MAXSPSUM,https://www.codechef.com/submit/MAXSPSUM,75,7.84,https://www.codechef.com/status/MAXSPSUM,easy
361,Codechef War,https://www.codechef.com/problems/CHFWAR,https://www.codechef.com/submit/CHFWAR,75,23.23,https://www.codechef.com/status/CHFWAR,easy
362,Chef and Or,https://www.codechef.com/problems/RECNDORO,https://www.codechef.com/submit/RECNDORO,75,25.53,https://www.codechef.com/status/RECNDORO,easy
363,Cherry and Pyramid,https://www.codechef.com/problems/CENS20C,https://www.codechef.com/submit/CENS20C,75,11.39,https://www.codechef.com/status/CENS20C,easy
364,Elevator,https://www.codechef.com/problems/ELEVATR,https://www.codechef.com/submit/ELEVATR,75,17.92,https://www.codechef.com/status/ELEVATR,easy
365,Taxi Making Sharp Turns,https://www.codechef.com/problems/TAXITURN,https://www.codechef.com/submit/TAXITURN,76,11.48,https://www.codechef.com/status/TAXITURN,easy
366,Lighting Rectangle,https://www.codechef.com/problems/RECTLIT,https://www.codechef.com/submit/RECTLIT,76,28.71,https://www.codechef.com/status/RECTLIT,easy
367,Cats and Rats,https://www.codechef.com/problems/CATSRATS,https://www.codechef.com/submit/CATSRATS,76,19.26,https://www.codechef.com/status/CATSRATS,easy
368,Equivalent Exchange of Triangles,https://www.codechef.com/problems/LEQEX,https://www.codechef.com/submit/LEQEX,76,24.38,https://www.codechef.com/status/LEQEX,easy
369,Prime partite Graph,https://www.codechef.com/problems/PRMPRT,https://www.codechef.com/submit/PRMPRT,76,15.35,https://www.codechef.com/status/PRMPRT,easy
370,Walk 4 steps,https://www.codechef.com/problems/WALK4,https://www.codechef.com/submit/WALK4,76,41.78,https://www.codechef.com/status/WALK4,easy
371,Chefland and Average Distance,https://www.codechef.com/problems/AVGMAT,https://www.codechef.com/submit/AVGMAT,77,20.28,https://www.codechef.com/status/AVGMAT,easy
372,A Game of Primes,https://www.codechef.com/problems/PRMRANGE,https://www.codechef.com/submit/PRMRANGE,77,10.17,https://www.codechef.com/status/PRMRANGE,easy
373,BLACK LINE,https://www.codechef.com/problems/BLINE,https://www.codechef.com/submit/BLINE,77,43.5,https://www.codechef.com/status/BLINE,easy
374,D   Break the Rules,https://www.codechef.com/problems/BIT2C,https://www.codechef.com/submit/BIT2C,77,46.19,https://www.codechef.com/status/BIT2C,easy
375,Mercury Poisoning,https://www.codechef.com/problems/UWCOI20C,https://www.codechef.com/submit/UWCOI20C,77,22.1,https://www.codechef.com/status/UWCOI20C,easy
376,Awkward Pairs,https://www.codechef.com/problems/PROC18C,https://www.codechef.com/submit/PROC18C,78,17.6,https://www.codechef.com/status/PROC18C,easy
377,Country Tour,https://www.codechef.com/problems/CTOUR,https://www.codechef.com/submit/CTOUR,78,41.2,https://www.codechef.com/status/CTOUR,easy
378,Directing Edges,https://www.codechef.com/problems/EDGEDIR,https://www.codechef.com/submit/EDGEDIR,78,22.37,https://www.codechef.com/status/EDGEDIR,easy
379,Roll the Bar,https://www.codechef.com/problems/ROLLBAR,https://www.codechef.com/submit/ROLLBAR,78,26.27,https://www.codechef.com/status/ROLLBAR,easy
380,Logarithmic Equation,https://www.codechef.com/problems/LOG_EQN,https://www.codechef.com/submit/LOG_EQN,78,30.69,https://www.codechef.com/status/LOG_EQN,easy
381,Rooted Tree Graph,https://www.codechef.com/problems/TRGRPH,https://www.codechef.com/submit/TRGRPH,78,32.33,https://www.codechef.com/status/TRGRPH,easy
382,Joined Subarrays on Tree,https://www.codechef.com/problems/JTSARTR,https://www.codechef.com/submit/JTSARTR,78,17.91,https://www.codechef.com/status/JTSARTR,easy
383,Better call Saul ,https://www.codechef.com/problems/GMSTN,https://www.codechef.com/submit/GMSTN,78,27.19,https://www.codechef.com/status/GMSTN,easy
384,Triple tree decomposition,https://www.codechef.com/problems/TREE3,https://www.codechef.com/submit/TREE3,79,18.33,https://www.codechef.com/status/TREE3,easy
385,Subtract Leading Digit,https://www.codechef.com/problems/SUBLD,https://www.codechef.com/submit/SUBLD,79,19.09,https://www.codechef.com/status/SUBLD,easy
386,Crash It,https://www.codechef.com/problems/CRSHIT,https://www.codechef.com/submit/CRSHIT,80,26.92,https://www.codechef.com/status/CRSHIT,easy
387,Chef Shifu and Celebration,https://www.codechef.com/problems/CHSHIFU,https://www.codechef.com/submit/CHSHIFU,81,12.91,https://www.codechef.com/status/CHSHIFU,easy
388,Hull Sum,https://www.codechef.com/problems/HULLSUM,https://www.codechef.com/submit/HULLSUM,81,21.84,https://www.codechef.com/status/HULLSUM,easy
389,Chef and Fencing,https://www.codechef.com/problems/PCJ18F,https://www.codechef.com/submit/PCJ18F,81,30.67,https://www.codechef.com/status/PCJ18F,easy
390,Analytics Load Jobs,https://www.codechef.com/problems/ANAJOBS,https://www.codechef.com/submit/ANAJOBS,81,64.25,https://www.codechef.com/status/ANAJOBS,easy
391,Corruption in Freedonia,https://www.codechef.com/problems/MINIKILL,https://www.codechef.com/submit/MINIKILL,81,29.56,https://www.codechef.com/status/MINIKILL,easy
392,MEX ception,https://www.codechef.com/problems/TOTEM,https://www.codechef.com/submit/TOTEM,81,24.73,https://www.codechef.com/status/TOTEM,easy
393,Malvika conducts her own ACM ICPC contest series,https://www.codechef.com/problems/CHN01,https://www.codechef.com/submit/CHN01,82,10.21,https://www.codechef.com/status/CHN01,easy
394,Yet Another Balanced Parenthesis Problem,https://www.codechef.com/problems/UNBAL,https://www.codechef.com/submit/UNBAL,82,29.65,https://www.codechef.com/status/UNBAL,easy
395,Chef and Periodic Sequence,https://www.codechef.com/problems/PERIODIC,https://www.codechef.com/submit/PERIODIC,83,23.12,https://www.codechef.com/status/PERIODIC,easy
396,Maximize It,https://www.codechef.com/problems/MXM,https://www.codechef.com/submit/MXM,83,7.69,https://www.codechef.com/status/MXM,easy
397,Chef and Inflation,https://www.codechef.com/problems/CHINFL,https://www.codechef.com/submit/CHINFL,84,28.5,https://www.codechef.com/status/CHINFL,easy
398,Is it Sorted or Not  That is the Question,https://www.codechef.com/problems/GRUSORT,https://www.codechef.com/submit/GRUSORT,84,35.77,https://www.codechef.com/status/GRUSORT,easy
399,Chef and His Garden,https://www.codechef.com/problems/CHAHG,https://www.codechef.com/submit/CHAHG,85,18.01,https://www.codechef.com/status/CHAHG,easy
400,Make array great again,https://www.codechef.com/problems/MAGA,https://www.codechef.com/submit/MAGA,87,17.59,https://www.codechef.com/status/MAGA,easy
401,Chef and Surprise Chessboard,https://www.codechef.com/problems/SURCHESS,https://www.codechef.com/submit/SURCHESS,87,34.17,https://www.codechef.com/status/SURCHESS,easy
402,Ada Pawns,https://www.codechef.com/problems/ADAPWNS,https://www.codechef.com/submit/ADAPWNS,87,25.83,https://www.codechef.com/status/ADAPWNS,easy
403,Beautiful Circles,https://www.codechef.com/problems/BEACIRC,https://www.codechef.com/submit/BEACIRC,87,23.89,https://www.codechef.com/status/BEACIRC,easy
404,Maximum Disjoint Subarrays,https://www.codechef.com/problems/MXSUBARR,https://www.codechef.com/submit/MXSUBARR,88,24.57,https://www.codechef.com/status/MXSUBARR,easy
405,Minimax,https://www.codechef.com/problems/MINIMAX,https://www.codechef.com/submit/MINIMAX,88,7.67,https://www.codechef.com/status/MINIMAX,easy
406,Sereja and Two Lines,https://www.codechef.com/problems/SEATL,https://www.codechef.com/submit/SEATL,89,10.88,https://www.codechef.com/status/SEATL,easy
407,Black Nodes in Subgraphs,https://www.codechef.com/problems/BLACKCOM,https://www.codechef.com/submit/BLACKCOM,89,39.18,https://www.codechef.com/status/BLACKCOM,easy
408,Nested Candy Boxes,https://www.codechef.com/problems/AMBOXES,https://www.codechef.com/submit/AMBOXES,89,12.62,https://www.codechef.com/status/AMBOXES,easy
409,Niceness of the Arrays,https://www.codechef.com/problems/NICARRAY,https://www.codechef.com/submit/NICARRAY,89,23.6,https://www.codechef.com/status/NICARRAY,easy
410,Siruseri Gerrymandering,https://www.codechef.com/problems/SIRUSERI,https://www.codechef.com/submit/SIRUSERI,89,39.37,https://www.codechef.com/status/SIRUSERI,easy
411,Sereja and Two Strings 2,https://www.codechef.com/problems/SEATSTR2,https://www.codechef.com/submit/SEATSTR2,90,24.46,https://www.codechef.com/status/SEATSTR2,easy
412,Generating A Permutation,https://www.codechef.com/problems/GENPERM,https://www.codechef.com/submit/GENPERM,90,16.43,https://www.codechef.com/status/GENPERM,easy
413,Partition into Permutations,https://www.codechef.com/problems/PERMPART,https://www.codechef.com/submit/PERMPART,90,26.57,https://www.codechef.com/status/PERMPART,easy
414,Chef and Pizza,https://www.codechef.com/problems/PCJ18G,https://www.codechef.com/submit/PCJ18G,91,14.2,https://www.codechef.com/status/PCJ18G,easy
415,Chef and Yoda,https://www.codechef.com/problems/CHEFYODA,https://www.codechef.com/submit/CHEFYODA,92,26.23,https://www.codechef.com/status/CHEFYODA,easy
416,Chef and Cycled Cycles,https://www.codechef.com/problems/CHEFCCYL,https://www.codechef.com/submit/CHEFCCYL,92,23.88,https://www.codechef.com/status/CHEFCCYL,easy
417,Yalalovichik Strings,https://www.codechef.com/problems/YVSTR,https://www.codechef.com/submit/YVSTR,92,21.06,https://www.codechef.com/status/YVSTR,easy
418,Availability,https://www.codechef.com/problems/AVLBLT,https://www.codechef.com/submit/AVLBLT,92,29.82,https://www.codechef.com/status/AVLBLT,easy
419,Longest Xommon Subsequence,https://www.codechef.com/problems/XOMMON,https://www.codechef.com/submit/XOMMON,92,33.04,https://www.codechef.com/status/XOMMON,easy
420,IPL Begins,https://www.codechef.com/problems/FCIPL,https://www.codechef.com/submit/FCIPL,92,50,https://www.codechef.com/status/FCIPL,easy
421,Inversions in Permutations,https://www.codechef.com/problems/KPERM,https://www.codechef.com/submit/KPERM,92,19.34,https://www.codechef.com/status/KPERM,easy
422,Summation over nCr,https://www.codechef.com/problems/SUMNCR,https://www.codechef.com/submit/SUMNCR,93,21.16,https://www.codechef.com/status/SUMNCR,easy
423,Fuzzy Conversions,https://www.codechef.com/problems/FUZZYCON,https://www.codechef.com/submit/FUZZYCON,93,26.34,https://www.codechef.com/status/FUZZYCON,easy
424,Two lane Road,https://www.codechef.com/problems/TWOLANE,https://www.codechef.com/submit/TWOLANE,93,28.26,https://www.codechef.com/status/TWOLANE,easy
425,Coloring Intervals,https://www.codechef.com/problems/COLINT,https://www.codechef.com/submit/COLINT,93,38.61,https://www.codechef.com/status/COLINT,easy
426,Martingale,https://www.codechef.com/problems/MARTING1,https://www.codechef.com/submit/MARTING1,94,31.09,https://www.codechef.com/status/MARTING1,easy
427,Awkwardness Minimization,https://www.codechef.com/problems/AWKMINI,https://www.codechef.com/submit/AWKMINI,94,69.11,https://www.codechef.com/status/AWKMINI,easy
428,Profitable Paths 2,https://www.codechef.com/problems/PRT2,https://www.codechef.com/submit/PRT2,94,22.83,https://www.codechef.com/status/PRT2,easy
429,Company and Club Hierarchies,https://www.codechef.com/problems/COMPCLUB,https://www.codechef.com/submit/COMPCLUB,95,14.19,https://www.codechef.com/status/COMPCLUB,easy
430,Difficult Choice,https://www.codechef.com/problems/CHEFTRVL,https://www.codechef.com/submit/CHEFTRVL,95,30.85,https://www.codechef.com/status/CHEFTRVL,easy
431,Return of the Gargoyle King,https://www.codechef.com/problems/GARGOYLE,https://www.codechef.com/submit/GARGOYLE,95,35.64,https://www.codechef.com/status/GARGOYLE,easy
432,How many Scholarships,https://www.codechef.com/problems/SCHTEST,https://www.codechef.com/submit/SCHTEST,95,25.54,https://www.codechef.com/status/SCHTEST,easy
433,Dream Problem,https://www.codechef.com/problems/DRMP,https://www.codechef.com/submit/DRMP,96,17.36,https://www.codechef.com/status/DRMP,easy
434,Expected Product,https://www.codechef.com/problems/EXPTPROD,https://www.codechef.com/submit/EXPTPROD,96,37.77,https://www.codechef.com/status/EXPTPROD,easy
435,Infinite Increments,https://www.codechef.com/problems/INFTINCR,https://www.codechef.com/submit/INFTINCR,96,26.84,https://www.codechef.com/status/INFTINCR,easy
436,Banana String,https://www.codechef.com/problems/BANSTR,https://www.codechef.com/submit/BANSTR,96,17.96,https://www.codechef.com/status/BANSTR,easy
437,Chef and Triangles,https://www.codechef.com/problems/TRICHEF,https://www.codechef.com/submit/TRICHEF,97,8.07,https://www.codechef.com/status/TRICHEF,easy
438,Number Game,https://www.codechef.com/problems/NUMBGAME,https://www.codechef.com/submit/NUMBGAME,97,12.7,https://www.codechef.com/status/NUMBGAME,easy
439,Maximum Scoring Position,https://www.codechef.com/problems/MAXSCRAB,https://www.codechef.com/submit/MAXSCRAB,97,44.3,https://www.codechef.com/status/MAXSCRAB,easy
440,Autonomous Cars,https://www.codechef.com/problems/AUTOCARS,https://www.codechef.com/submit/AUTOCARS,98,29.37,https://www.codechef.com/status/AUTOCARS,easy
441,Bag of Tiles,https://www.codechef.com/problems/TILEBAG,https://www.codechef.com/submit/TILEBAG,98,25.95,https://www.codechef.com/status/TILEBAG,easy
442,Equalize,https://www.codechef.com/problems/EQUALIZE,https://www.codechef.com/submit/EQUALIZE,99,11.16,https://www.codechef.com/status/EQUALIZE,easy
443,A Game of Balls,https://www.codechef.com/problems/GAMEBALL,https://www.codechef.com/submit/GAMEBALL,99,67.59,https://www.codechef.com/status/GAMEBALL,easy
444,Xor Jar Muluk Tar,https://www.codechef.com/problems/HXR,https://www.codechef.com/submit/HXR,99,26.81,https://www.codechef.com/status/HXR,easy
445,Chef and Meatballs,https://www.codechef.com/problems/COMAS,https://www.codechef.com/submit/COMAS,101,33.25,https://www.codechef.com/status/COMAS,easy
446,Chef Does Coke Yet Again,https://www.codechef.com/problems/COKE2,https://www.codechef.com/submit/COKE2,103,12.83,https://www.codechef.com/status/COKE2,easy
447,Robots in Chefland,https://www.codechef.com/problems/ROBOTS,https://www.codechef.com/submit/ROBOTS,103,19.17,https://www.codechef.com/status/ROBOTS,easy
448,Chef and Trees,https://www.codechef.com/problems/MAXDIST,https://www.codechef.com/submit/MAXDIST,104,22.61,https://www.codechef.com/status/MAXDIST,easy
449,Chef and Triangles,https://www.codechef.com/problems/LTM40CD,https://www.codechef.com/submit/LTM40CD,104,10.88,https://www.codechef.com/status/LTM40CD,easy
450,Digits Cannot Separate,https://www.codechef.com/problems/DIGITSEP,https://www.codechef.com/submit/DIGITSEP,104,18.97,https://www.codechef.com/status/DIGITSEP,easy
451,A Tale of Two Right Angled Triangles,https://www.codechef.com/problems/TALETRI,https://www.codechef.com/submit/TALETRI,105,24.73,https://www.codechef.com/status/TALETRI,easy
452,Inverse Knapsack,https://www.codechef.com/problems/INVSACK,https://www.codechef.com/submit/INVSACK,105,33.69,https://www.codechef.com/status/INVSACK,easy
453,Palindromic Queries,https://www.codechef.com/problems/ANKPAL,https://www.codechef.com/submit/ANKPAL,106,7.36,https://www.codechef.com/status/ANKPAL,easy
454,SAD Queries,https://www.codechef.com/problems/SADQ,https://www.codechef.com/submit/SADQ,106,17.41,https://www.codechef.com/status/SADQ,easy
455,Weirwood Trees,https://www.codechef.com/problems/MIRTREE,https://www.codechef.com/submit/MIRTREE,106,30.41,https://www.codechef.com/status/MIRTREE,easy
456,Suffix Palindromes,https://www.codechef.com/problems/SFXPAL,https://www.codechef.com/submit/SFXPAL,107,43.58,https://www.codechef.com/status/SFXPAL,easy
457,Highway Crossing,https://www.codechef.com/problems/HIGHWAYC,https://www.codechef.com/submit/HIGHWAYC,109,18.51,https://www.codechef.com/status/HIGHWAYC,easy
458,Big Queries,https://www.codechef.com/problems/BGQRS,https://www.codechef.com/submit/BGQRS,110,10.51,https://www.codechef.com/status/BGQRS,easy
459,Our Base is Under Attack,https://www.codechef.com/problems/BASE,https://www.codechef.com/submit/BASE,110,7.68,https://www.codechef.com/status/BASE,easy
460,Long Homework,https://www.codechef.com/problems/LNGHW,https://www.codechef.com/submit/LNGHW,110,10.31,https://www.codechef.com/status/LNGHW,easy
461,Old Farmer,https://www.codechef.com/problems/OLDFAR,https://www.codechef.com/submit/OLDFAR,110,35.24,https://www.codechef.com/status/OLDFAR,easy
462,Yet Another Partition Problem,https://www.codechef.com/problems/EXUNC,https://www.codechef.com/submit/EXUNC,110,31.48,https://www.codechef.com/status/EXUNC,easy
463,Samosa Bhai and his Courier Company,https://www.codechef.com/problems/KOL1506,https://www.codechef.com/submit/KOL1506,111,4.07,https://www.codechef.com/status/KOL1506,easy
464,Short in Average,https://www.codechef.com/problems/AVGSHORT,https://www.codechef.com/submit/AVGSHORT,112,14.45,https://www.codechef.com/status/AVGSHORT,easy
465,Go Round,https://www.codechef.com/problems/RNDRND,https://www.codechef.com/submit/RNDRND,112,35.88,https://www.codechef.com/status/RNDRND,easy
466,Kth Max Subarray,https://www.codechef.com/problems/KTHMAX,https://www.codechef.com/submit/KTHMAX,113,16.67,https://www.codechef.com/status/KTHMAX,easy
467,Killing Zombies,https://www.codechef.com/problems/CLKLZM,https://www.codechef.com/submit/CLKLZM,113,17.6,https://www.codechef.com/status/CLKLZM,easy
468,Rectangles of Love,https://www.codechef.com/problems/RECTLOVE,https://www.codechef.com/submit/RECTLOVE,114,21.78,https://www.codechef.com/status/RECTLOVE,easy
469,Interval Game,https://www.codechef.com/problems/INTERVAL,https://www.codechef.com/submit/INTERVAL,114,6.73,https://www.codechef.com/status/INTERVAL,easy
470,Matrix Transformation,https://www.codechef.com/problems/MTRNSFRM,https://www.codechef.com/submit/MTRNSFRM,114,29.52,https://www.codechef.com/status/MTRNSFRM,easy
471,Run Direction,https://www.codechef.com/problems/RUNDIR,https://www.codechef.com/submit/RUNDIR,114,21.81,https://www.codechef.com/status/RUNDIR,easy
472,What is the Cost of Reading,https://www.codechef.com/problems/READCOST,https://www.codechef.com/submit/READCOST,114,19.55,https://www.codechef.com/status/READCOST,easy
473,Chef Challenge,https://www.codechef.com/problems/CHFCH,https://www.codechef.com/submit/CHFCH,114,14.72,https://www.codechef.com/status/CHFCH,easy
474,Convolution,https://www.codechef.com/problems/ARRQRY,https://www.codechef.com/submit/ARRQRY,114,21.97,https://www.codechef.com/status/ARRQRY,easy
475,Chef and cinema,https://www.codechef.com/problems/CHCINEMA,https://www.codechef.com/submit/CHCINEMA,115,22.88,https://www.codechef.com/status/CHCINEMA,easy
476,Chef and his Best Friend,https://www.codechef.com/problems/CHEFBEST,https://www.codechef.com/submit/CHEFBEST,115,6.01,https://www.codechef.com/status/CHEFBEST,easy
477,Warriors,https://www.codechef.com/problems/WARRIORS,https://www.codechef.com/submit/WARRIORS,115,6.7,https://www.codechef.com/status/WARRIORS,easy
478,Abdullah and Toll Discounts,https://www.codechef.com/problems/ABDTOLL,https://www.codechef.com/submit/ABDTOLL,116,33.85,https://www.codechef.com/status/ABDTOLL,easy
479,Expected Candies,https://www.codechef.com/problems/EXPCAN,https://www.codechef.com/submit/EXPCAN,116,34.21,https://www.codechef.com/status/EXPCAN,easy
480,Chef and Segments,https://www.codechef.com/problems/CHSGMNTS,https://www.codechef.com/submit/CHSGMNTS,117,23.34,https://www.codechef.com/status/CHSGMNTS,easy
481,Coordinate Compression ,https://www.codechef.com/problems/KCOMPRES,https://www.codechef.com/submit/KCOMPRES,117,14.14,https://www.codechef.com/status/KCOMPRES,easy
482,Obtain Desired Expected Value,https://www.codechef.com/problems/OBEXPVAL,https://www.codechef.com/submit/OBEXPVAL,117,22.55,https://www.codechef.com/status/OBEXPVAL,easy
483,Useless Clocks,https://www.codechef.com/problems/CLUSCL,https://www.codechef.com/submit/CLUSCL,117,32.23,https://www.codechef.com/status/CLUSCL,easy
484,Sebi and the cube,https://www.codechef.com/problems/SECUBE,https://www.codechef.com/submit/SECUBE,119,12.27,https://www.codechef.com/status/SECUBE,easy
485,Bogosort,https://www.codechef.com/problems/BOGOSORT,https://www.codechef.com/submit/BOGOSORT,121,23.1,https://www.codechef.com/status/BOGOSORT,easy
486,Chef and collection of stamps,https://www.codechef.com/problems/CHSTAMP,https://www.codechef.com/submit/CHSTAMP,121,13.52,https://www.codechef.com/status/CHSTAMP,easy
487,Post Tree,https://www.codechef.com/problems/POSTTREE,https://www.codechef.com/submit/POSTTREE,121,20.11,https://www.codechef.com/status/POSTTREE,easy
488,Earning A Profit ,https://www.codechef.com/problems/ICL1905,https://www.codechef.com/submit/ICL1905,121,34.63,https://www.codechef.com/status/ICL1905,easy
489,Devu and a light discussion,https://www.codechef.com/problems/DEVLDISC,https://www.codechef.com/submit/DEVLDISC,122,40.5,https://www.codechef.com/status/DEVLDISC,easy
490,Chef and Circle Run,https://www.codechef.com/problems/CHEFCRUN,https://www.codechef.com/submit/CHEFCRUN,122,16.83,https://www.codechef.com/status/CHEFCRUN,easy
491,Professor on a Trip,https://www.codechef.com/problems/PROFTRIP,https://www.codechef.com/submit/PROFTRIP,122,30.66,https://www.codechef.com/status/PROFTRIP,easy
492,Counting Inversions Again ,https://www.codechef.com/problems/INVZCNT,https://www.codechef.com/submit/INVZCNT,122,18.25,https://www.codechef.com/status/INVZCNT,easy
493,Up for a Game,https://www.codechef.com/problems/CLGAME,https://www.codechef.com/submit/CLGAME,123,20.68,https://www.codechef.com/status/CLGAME,easy
494,How many Topics,https://www.codechef.com/problems/ZCOPREP,https://www.codechef.com/submit/ZCOPREP,123,19.71,https://www.codechef.com/status/ZCOPREP,easy
495,Just a simple sum,https://www.codechef.com/problems/H4,https://www.codechef.com/submit/H4,125,3.81,https://www.codechef.com/status/H4,easy
496,Hiring Workers,https://www.codechef.com/problems/HIRINGWO,https://www.codechef.com/submit/HIRINGWO,125,18.09,https://www.codechef.com/status/HIRINGWO,easy
497,Expected Area,https://www.codechef.com/problems/EAREA,https://www.codechef.com/submit/EAREA,126,46.67,https://www.codechef.com/status/EAREA,easy
498,Flu Shot Lineup,https://www.codechef.com/problems/FLUSHOT,https://www.codechef.com/submit/FLUSHOT,127,19.32,https://www.codechef.com/status/FLUSHOT,easy
499,A Pizza Slice,https://www.codechef.com/problems/XYPIZQ,https://www.codechef.com/submit/XYPIZQ,127,48.88,https://www.codechef.com/status/XYPIZQ,easy
500,Telephone Network,https://www.codechef.com/problems/TELNET,https://www.codechef.com/submit/TELNET,127,42.01,https://www.codechef.com/status/TELNET,easy
501,Chef and Pepperoni Pizza Again,https://www.codechef.com/problems/PEPPERA,https://www.codechef.com/submit/PEPPERA,127,30.86,https://www.codechef.com/status/PEPPERA,easy
502,Maximal Score Path,https://www.codechef.com/problems/RG_01,https://www.codechef.com/submit/RG_01,128,13.97,https://www.codechef.com/status/RG_01,easy
503,Chef and Two String,https://www.codechef.com/problems/CHEFTWOS,https://www.codechef.com/submit/CHEFTWOS,128,24.43,https://www.codechef.com/status/CHEFTWOS,easy
504,Find an element in hidden array,https://www.codechef.com/problems/ELHIDARR,https://www.codechef.com/submit/ELHIDARR,128,19,https://www.codechef.com/status/ELHIDARR,easy
505,Golf course,https://www.codechef.com/problems/F1,https://www.codechef.com/submit/F1,129,8.36,https://www.codechef.com/status/F1,easy
506,Randomly Testing Circuits,https://www.codechef.com/problems/CIRCUITS,https://www.codechef.com/submit/CIRCUITS,129,33.54,https://www.codechef.com/status/CIRCUITS,easy
507,Omax,https://www.codechef.com/problems/OMAX,https://www.codechef.com/submit/OMAX,129,21.31,https://www.codechef.com/status/OMAX,easy
508,Obstacle Course,https://www.codechef.com/problems/COURSE,https://www.codechef.com/submit/COURSE,130,4.55,https://www.codechef.com/status/COURSE,easy
509,Whole submatrix,https://www.codechef.com/problems/WINDOW2,https://www.codechef.com/submit/WINDOW2,130,18.73,https://www.codechef.com/status/WINDOW2,easy
510,Defacing Score,https://www.codechef.com/problems/DEFACING,https://www.codechef.com/submit/DEFACING,130,10.66,https://www.codechef.com/status/DEFACING,easy
511,Fenwick Iterations,https://www.codechef.com/problems/FENWITER,https://www.codechef.com/submit/FENWITER,130,37.89,https://www.codechef.com/status/FENWITER,easy
512,FastFood Combos,https://www.codechef.com/problems/FFCOMB,https://www.codechef.com/submit/FFCOMB,130,21.19,https://www.codechef.com/status/FFCOMB,easy
513,Treasure Hunting,https://www.codechef.com/problems/N1,https://www.codechef.com/submit/N1,131,26.73,https://www.codechef.com/status/N1,easy
514,Rendezvous,https://www.codechef.com/problems/TR1,https://www.codechef.com/submit/TR1,131,14.46,https://www.codechef.com/status/TR1,easy
515,Byteknights and Byteknaves,https://www.codechef.com/problems/BYTEISLE,https://www.codechef.com/submit/BYTEISLE,131,17.26,https://www.codechef.com/status/BYTEISLE,easy
516,A E Hash Function,https://www.codechef.com/problems/AEHASH,https://www.codechef.com/submit/AEHASH,131,20.57,https://www.codechef.com/status/AEHASH,easy
517,Cube Cakes,https://www.codechef.com/problems/CUBE,https://www.codechef.com/submit/CUBE,131,21.75,https://www.codechef.com/status/CUBE,easy
518,Easy Numbers,https://www.codechef.com/problems/EZNO,https://www.codechef.com/submit/EZNO,131,28.85,https://www.codechef.com/status/EZNO,easy
519,Travelling Saleschef,https://www.codechef.com/problems/TRVLCHEF,https://www.codechef.com/submit/TRVLCHEF,131,16.94,https://www.codechef.com/status/TRVLCHEF,easy
520,Little Elephant and Magic,https://www.codechef.com/problems/LEMAGIC,https://www.codechef.com/submit/LEMAGIC,132,32.11,https://www.codechef.com/status/LEMAGIC,easy
521,Sereja and Transformation,https://www.codechef.com/problems/SEATRSF,https://www.codechef.com/submit/SEATRSF,132,27.21,https://www.codechef.com/status/SEATRSF,easy
522,Chef and Combinatorics,https://www.codechef.com/problems/GERALD05,https://www.codechef.com/submit/GERALD05,132,37.34,https://www.codechef.com/status/GERALD05,easy
523,Snake Snaky,https://www.codechef.com/problems/SNAKY,https://www.codechef.com/submit/SNAKY,133,15.25,https://www.codechef.com/status/SNAKY,easy
524,Super plane,https://www.codechef.com/problems/SUPERPLN,https://www.codechef.com/submit/SUPERPLN,133,15.68,https://www.codechef.com/status/SUPERPLN,easy
525,Chang and Perfect Quadruples,https://www.codechef.com/problems/CHNGSUM,https://www.codechef.com/submit/CHNGSUM,133,28.37,https://www.codechef.com/status/CHNGSUM,easy
526,Table Game,https://www.codechef.com/problems/TABGAME,https://www.codechef.com/submit/TABGAME,133,13.73,https://www.codechef.com/status/TABGAME,easy
527,Doubly Increasing Path,https://www.codechef.com/problems/DINCPATH,https://www.codechef.com/submit/DINCPATH,133,19.91,https://www.codechef.com/status/DINCPATH,easy
528,Golden Trees,https://www.codechef.com/problems/GROWGOLD,https://www.codechef.com/submit/GROWGOLD,134,8.18,https://www.codechef.com/status/GROWGOLD,easy
529,Maximize Grid Score,https://www.codechef.com/problems/MAXIEDGE,https://www.codechef.com/submit/MAXIEDGE,134,34.01,https://www.codechef.com/status/MAXIEDGE,easy
530,Cutting Pizza,https://www.codechef.com/problems/CUTPIZ,https://www.codechef.com/submit/CUTPIZ,134,30.82,https://www.codechef.com/status/CUTPIZ,easy
531,The In XOR able Task,https://www.codechef.com/problems/XORCIST,https://www.codechef.com/submit/XORCIST,134,33.99,https://www.codechef.com/status/XORCIST,easy
532,Packing the Golden Triangles,https://www.codechef.com/problems/PACKBAND,https://www.codechef.com/submit/PACKBAND,135,16.94,https://www.codechef.com/status/PACKBAND,easy
533,Delicious Dishes,https://www.codechef.com/problems/DDISH,https://www.codechef.com/submit/DDISH,135,8.02,https://www.codechef.com/status/DDISH,easy
534,Tree Expectancy,https://www.codechef.com/problems/EXPTREE,https://www.codechef.com/submit/EXPTREE,135,39.28,https://www.codechef.com/status/EXPTREE,easy
